productID,productName,supplierID,categoryID,unitPrice
600355,Product600355,7,334,151
600356,Product600356,22,285,25
600357,Product600357,27,307,80
600358,Product600358,6,124,85
600359,Product600359,19,269,10
600360,Product600360,6,272,43
600361,Product600361,6,127,99
600362,Product600362,6,454,187
600363,Product600363,15,434,27
600364,Product600364,26,412,158
600365,Product600365,1,228,175
600366,Product600366,11,361,62
600367,Product600367,13,44,19
600368,Product600368,1,388,129
600369,Product600369,20,449,107
600370,Product600370,13,166,60
600371,Product600371,25,399,75
600372,Product600372,27,344,137
600373,Product600373,1,454,39
600374,Product600374,21,224,101
600375,Product600375,28,481,140
600376,Product600376,3,187,67
600377,Product600377,13,380,50
600378,Product600378,14,281,42
600379,Product600379,19,85,106
600380,Product600380,4,329,17
600381,Product600381,14,25,48
600382,Product600382,21,157,199
600383,Product600383,19,326,36
600384,Product600384,27,30,67
600385,Product600385,8,125,149
600386,Product600386,17,97,193
600387,Product600387,15,480,31
600388,Product600388,7,330,23
600389,Product600389,24,299,81
600390,Product600390,5,210,153
600391,Product600391,29,231,70
600392,Product600392,8,192,163
600393,Product600393,26,94,16
600394,Product600394,24,406,96
600395,Product600395,19,234,75
600396,Product600396,15,121,141
600397,Product600397,2,125,12
600398,Product600398,11,165,45
600399,Product600399,15,391,198
600400,Product600400,2,363,134
600401,Product600401,1,347,153
600402,Product600402,29,234,135
600403,Product600403,25,99,44
600404,Product600404,2,368,75
600405,Product600405,14,192,48
600406,Product600406,10,253,23
600407,Product600407,26,460,138
600408,Product600408,8,123,93
600409,Product600409,25,343,32
600410,Product600410,1,123,186
600411,Product600411,24,330,167
600412,Product600412,8,234,177
600413,Product600413,19,341,71
600414,Product600414,20,282,195
600415,Product600415,11,402,79
600416,Product600416,4,306,180
600417,Product600417,15,363,124
600418,Product600418,27,93,151
600419,Product600419,17,375,156
600420,Product600420,1,65,190
600421,Product600421,18,471,32
600422,Product600422,28,214,9
600423,Product600423,26,453,75
600424,Product600424,26,125,152
600425,Product600425,15,69,30
600426,Product600426,5,313,46
600427,Product600427,26,461,197
600428,Product600428,21,451,135
600429,Product600429,7,221,175
600430,Product600430,22,169,130
600431,Product600431,19,387,48
600432,Product600432,8,339,64
600433,Product600433,16,68,200
600434,Product600434,14,76,77
600435,Product600435,28,73,184
600436,Product600436,28,482,81
600437,Product600437,5,435,18
600438,Product600438,26,142,88
600439,Product600439,11,385,9
600440,Product600440,14,368,123
600441,Product600441,23,469,200
600442,Product600442,11,329,147
600443,Product600443,3,295,89
600444,Product600444,24,73,175
600445,Product600445,28,342,191
600446,Product600446,24,98,72
600447,Product600447,5,64,156
600448,Product600448,11,270,142
600449,Product600449,21,59,114
600450,Product600450,26,457,81
600451,Product600451,12,253,139
600452,Product600452,19,9,168
600453,Product600453,14,71,149
600454,Product600454,5,16,59
600455,Product600455,23,7,93
600456,Product600456,11,409,136
600457,Product600457,17,360,148
600458,Product600458,22,81,37
600459,Product600459,8,382,35
600460,Product600460,22,469,70
600461,Product600461,7,470,183
600462,Product600462,21,242,19
600463,Product600463,9,390,73
600464,Product600464,2,339,136
600465,Product600465,28,137,152
600466,Product600466,16,143,75
600467,Product600467,26,373,54
600468,Product600468,7,473,14
600469,Product600469,6,103,156
600470,Product600470,25,348,163
600471,Product600471,21,481,161
600472,Product600472,8,264,48
600473,Product600473,6,67,73
600474,Product600474,15,336,67
600475,Product600475,17,203,41
600476,Product600476,2,209,17
600477,Product600477,3,498,39
600478,Product600478,26,475,73
600479,Product600479,9,447,31
600480,Product600480,23,277,161
600481,Product600481,11,322,198
600482,Product600482,24,449,151
600483,Product600483,10,124,18
600484,Product600484,17,110,130
600485,Product600485,7,25,180
600486,Product600486,20,76,189
600487,Product600487,3,404,61
600488,Product600488,3,1,93
600489,Product600489,29,493,34
600490,Product600490,27,80,33
600491,Product600491,1,287,165
600492,Product600492,25,247,179
600493,Product600493,29,280,172
600494,Product600494,5,232,161
600495,Product600495,5,473,15
600496,Product600496,20,372,187
600497,Product600497,14,336,96
600498,Product600498,11,64,189
600499,Product600499,2,8,184
600500,Product600500,17,359,20
600501,Product600501,20,79,82
600502,Product600502,25,49,37
600503,Product600503,23,36,52
600504,Product600504,22,218,40
600505,Product600505,16,154,141
600506,Product600506,22,87,62
600507,Product600507,7,349,149
600508,Product600508,19,233,117
600509,Product600509,13,28,29
600510,Product600510,24,327,177
600511,Product600511,8,105,189
600512,Product600512,28,395,176
600513,Product600513,5,281,161
600514,Product600514,3,402,142
600515,Product600515,4,446,182
600516,Product600516,5,407,88
600517,Product600517,11,45,163
600518,Product600518,15,456,104
600519,Product600519,19,379,188
600520,Product600520,21,354,103
600521,Product600521,29,303,43
600522,Product600522,20,500,26
600523,Product600523,17,246,86
600524,Product600524,16,275,138
600525,Product600525,5,415,70
600526,Product600526,19,448,45
600527,Product600527,1,463,180
600528,Product600528,27,355,160
600529,Product600529,9,123,97
600530,Product600530,27,306,85
600531,Product600531,4,361,85
600532,Product600532,2,440,51
600533,Product600533,16,269,28
600534,Product600534,15,307,171
600535,Product600535,12,123,155
600536,Product600536,12,425,146
600537,Product600537,24,293,115
600538,Product600538,28,188,90
600539,Product600539,26,212,62
600540,Product600540,24,11,72
600541,Product600541,21,466,43
600542,Product600542,9,285,154
600543,Product600543,26,352,106
600544,Product600544,13,53,100
600545,Product600545,13,59,142
600546,Product600546,22,383,31
600547,Product600547,2,124,95
600548,Product600548,7,352,129
600549,Product600549,15,249,196
600550,Product600550,12,346,198
600551,Product600551,22,203,96
600552,Product600552,18,451,122
600553,Product600553,8,338,78
600554,Product600554,9,488,186
600555,Product600555,13,85,125
600556,Product600556,7,361,105
600557,Product600557,3,7,39
600558,Product600558,27,417,198
600559,Product600559,11,40,22
600560,Product600560,5,225,13
600561,Product600561,27,160,87
600562,Product600562,7,262,177
600563,Product600563,27,419,113
600564,Product600564,5,148,124
600565,Product600565,7,168,160
600566,Product600566,15,179,131
600567,Product600567,24,65,182
600568,Product600568,1,407,88
600569,Product600569,29,105,178
600570,Product600570,3,211,68
600571,Product600571,22,387,155
600572,Product600572,8,108,34
600573,Product600573,7,460,183
600574,Product600574,14,383,147
600575,Product600575,16,136,102
600576,Product600576,5,27,194
600577,Product600577,29,3,96
600578,Product600578,7,299,138
600579,Product600579,29,289,175
600580,Product600580,17,463,171
600581,Product600581,22,138,84
600582,Product600582,8,344,133
600583,Product600583,10,237,22
600584,Product600584,6,132,32
600585,Product600585,5,344,126
600586,Product600586,22,184,178
600587,Product600587,19,264,32
600588,Product600588,14,223,115
600589,Product600589,29,463,116
600590,Product600590,25,153,138
600591,Product600591,7,119,4
600592,Product600592,6,435,127
600593,Product600593,28,400,138
600594,Product600594,29,117,195
600595,Product600595,17,332,133
600596,Product600596,3,185,156
600597,Product600597,24,349,17
600598,Product600598,15,55,81
600599,Product600599,4,453,93
600600,Product600600,5,272,121
600601,Product600601,1,379,32
600602,Product600602,28,82,150
600603,Product600603,28,487,25
600604,Product600604,21,257,10
600605,Product600605,16,358,148
600606,Product600606,21,188,20
600607,Product600607,8,304,180
600608,Product600608,17,357,114
600609,Product600609,14,412,67
600610,Product600610,17,262,154
600611,Product600611,19,222,99
600612,Product600612,13,374,73
600613,Product600613,19,109,175
600614,Product600614,15,373,35
600615,Product600615,25,300,81
600616,Product600616,22,324,161
600617,Product600617,28,245,184
600618,Product600618,25,417,60
600619,Product600619,6,401,106
600620,Product600620,21,149,2
600621,Product600621,11,93,135
600622,Product600622,20,326,130
600623,Product600623,24,2,105
600624,Product600624,13,319,184
600625,Product600625,14,385,177
600626,Product600626,26,355,48
600627,Product600627,1,239,145
600628,Product600628,11,397,17
600629,Product600629,19,155,72
600630,Product600630,12,294,173
600631,Product600631,13,448,34
600632,Product600632,9,278,26
600633,Product600633,17,466,24
600634,Product600634,27,295,44
600635,Product600635,18,413,100
600636,Product600636,10,482,144
600637,Product600637,3,42,111
600638,Product600638,11,142,79
600639,Product600639,21,142,163
600640,Product600640,23,220,150
600641,Product600641,11,409,55
600642,Product600642,17,300,102
600643,Product600643,23,478,50
600644,Product600644,5,453,139
600645,Product600645,22,27,18
600646,Product600646,1,325,185
600647,Product600647,1,249,112
600648,Product600648,4,289,198
600649,Product600649,5,97,75
600650,Product600650,6,123,103
600651,Product600651,24,295,11
600652,Product600652,17,181,199
600653,Product600653,11,292,184
600654,Product600654,29,3,65
600655,Product600655,22,146,8
600656,Product600656,2,445,131
600657,Product600657,24,339,52
600658,Product600658,9,474,102
600659,Product600659,16,69,160
600660,Product600660,28,251,52
600661,Product600661,26,170,170
600662,Product600662,9,274,136
600663,Product600663,1,122,124
600664,Product600664,7,409,16
600665,Product600665,25,37,129
600666,Product600666,6,102,106
600667,Product600667,1,338,131
600668,Product600668,3,229,93
600669,Product600669,10,206,70
600670,Product600670,25,297,166
600671,Product600671,9,219,102
600672,Product600672,18,57,185
600673,Product600673,25,389,189
600674,Product600674,16,84,182
600675,Product600675,8,25,31
600676,Product600676,22,363,199
600677,Product600677,29,338,176
600678,Product600678,8,243,42
600679,Product600679,17,444,159
600680,Product600680,16,34,179
600681,Product600681,24,485,135
600682,Product600682,28,102,42
600683,Product600683,3,286,37
600684,Product600684,10,314,38
600685,Product600685,17,236,27
600686,Product600686,20,99,91
600687,Product600687,1,173,98
600688,Product600688,23,388,141
600689,Product600689,2,168,150
600690,Product600690,28,224,74
600691,Product600691,5,68,41
600692,Product600692,4,170,134
600693,Product600693,1,245,138
600694,Product600694,26,461,84
600695,Product600695,22,204,19
600696,Product600696,2,245,74
600697,Product600697,3,47,155
600698,Product600698,7,444,69
600699,Product600699,18,212,197
600700,Product600700,2,93,76
600701,Product600701,16,109,120
600702,Product600702,17,354,141
600703,Product600703,22,14,95
600704,Product600704,4,292,176
600705,Product600705,7,476,59
600706,Product600706,28,359,134
600707,Product600707,23,58,97
600708,Product600708,29,93,110
600709,Product600709,28,339,28
600710,Product600710,13,337,34
600711,Product600711,3,356,176
600712,Product600712,28,107,199
600713,Product600713,1,97,47
600714,Product600714,18,52,154
600715,Product600715,1,355,22
600716,Product600716,29,181,29
600717,Product600717,16,239,9
600718,Product600718,15,390,172
600719,Product600719,8,193,96
600720,Product600720,11,357,39
600721,Product600721,10,279,194
600722,Product600722,10,45,91
600723,Product600723,28,374,191
600724,Product600724,1,2,44
600725,Product600725,29,449,114
600726,Product600726,19,141,179
600727,Product600727,17,281,103
600728,Product600728,21,234,168
600729,Product600729,9,114,130
600730,Product600730,18,74,165
600731,Product600731,27,471,127
600732,Product600732,26,498,53
600733,Product600733,24,398,107
600734,Product600734,9,470,143
600735,Product600735,23,403,145
600736,Product600736,26,349,12
600737,Product600737,23,317,27
600738,Product600738,12,433,132
600739,Product600739,2,320,84
600740,Product600740,27,299,183
600741,Product600741,12,92,196
600742,Product600742,4,386,82
600743,Product600743,1,196,183
600744,Product600744,16,150,183
600745,Product600745,20,331,1
600746,Product600746,5,5,166
600747,Product600747,2,86,191
600748,Product600748,13,35,177
600749,Product600749,20,302,84
600750,Product600750,26,177,96
600751,Product600751,25,348,135
600752,Product600752,3,154,188
600753,Product600753,25,201,98
600754,Product600754,21,476,23
600755,Product600755,22,135,185
600756,Product600756,19,188,28
600757,Product600757,28,486,191
600758,Product600758,8,337,11
600759,Product600759,17,460,135
600760,Product600760,28,91,56
600761,Product600761,14,179,24
600762,Product600762,23,92,41
600763,Product600763,2,326,14
600764,Product600764,14,297,198
600765,Product600765,13,145,117
600766,Product600766,23,404,1
600767,Product600767,28,382,78
600768,Product600768,14,310,167
600769,Product600769,28,29,55
600770,Product600770,9,430,138
600771,Product600771,11,46,44
600772,Product600772,3,257,150
600773,Product600773,23,353,178
600774,Product600774,5,209,162
600775,Product600775,17,500,75
600776,Product600776,12,177,40
600777,Product600777,15,423,73
600778,Product600778,24,47,58
600779,Product600779,6,251,128
600780,Product600780,21,436,83
600781,Product600781,10,382,94
600782,Product600782,4,126,57
600783,Product600783,13,220,62
600784,Product600784,28,156,14
600785,Product600785,17,274,168
600786,Product600786,13,124,64
600787,Product600787,3,85,58
600788,Product600788,15,45,138
600789,Product600789,24,288,125
600790,Product600790,22,141,189
600791,Product600791,11,144,26
600792,Product600792,6,90,185
600793,Product600793,2,328,84
600794,Product600794,20,41,9
600795,Product600795,11,354,90
600796,Product600796,27,312,25
600797,Product600797,11,226,65
600798,Product600798,12,376,175
600799,Product600799,12,163,108
600800,Product600800,5,381,148
600801,Product600801,22,485,119
600802,Product600802,26,148,119
600803,Product600803,28,262,57
600804,Product600804,12,486,157
600805,Product600805,17,262,195
600806,Product600806,15,477,98
600807,Product600807,25,132,32
600808,Product600808,29,433,196
600809,Product600809,23,115,135
600810,Product600810,7,216,104
600811,Product600811,24,260,59
600812,Product600812,26,226,182
600813,Product600813,6,179,108
600814,Product600814,27,460,6
600815,Product600815,20,236,100
600816,Product600816,2,51,15
600817,Product600817,12,194,169
600818,Product600818,8,381,91
600819,Product600819,22,140,90
600820,Product600820,5,341,90
600821,Product600821,16,198,86
600822,Product600822,1,438,86
600823,Product600823,18,13,176
600824,Product600824,9,204,188
600825,Product600825,24,14,1
600826,Product600826,6,275,140
600827,Product600827,16,32,50
600828,Product600828,26,160,110
600829,Product600829,4,182,77
600830,Product600830,16,31,44
600831,Product600831,29,201,14
600832,Product600832,20,318,103
600833,Product600833,4,408,116
600834,Product600834,28,75,72
600835,Product600835,8,271,82
600836,Product600836,16,129,97
600837,Product600837,14,223,117
600838,Product600838,6,415,171
600839,Product600839,5,108,22
600840,Product600840,12,22,77
600841,Product600841,23,97,39
600842,Product600842,15,105,2
600843,Product600843,20,403,29
600844,Product600844,7,283,123
600845,Product600845,4,274,52
600846,Product600846,8,287,48
600847,Product600847,7,195,111
600848,Product600848,7,9,91
600849,Product600849,4,173,62
600850,Product600850,16,94,126
600851,Product600851,9,438,154
600852,Product600852,7,187,26
600853,Product600853,9,146,30
600854,Product600854,14,482,144
600855,Product600855,21,72,61
600856,Product600856,26,96,23
600857,Product600857,10,191,67
600858,Product600858,27,283,122
600859,Product600859,28,117,174
600860,Product600860,19,345,50
600861,Product600861,27,224,183
600862,Product600862,23,347,64
600863,Product600863,3,256,191
600864,Product600864,19,260,66
600865,Product600865,22,426,191
600866,Product600866,22,341,41
600867,Product600867,5,299,144
600868,Product600868,7,269,172
600869,Product600869,10,77,105
600870,Product600870,9,17,6
600871,Product600871,17,121,58
600872,Product600872,21,124,53
600873,Product600873,17,390,91
600874,Product600874,2,65,1
600875,Product600875,3,486,2
600876,Product600876,29,44,68
600877,Product600877,25,148,138
600878,Product600878,17,252,138
600879,Product600879,2,160,116
600880,Product600880,4,278,172
600881,Product600881,7,317,161
600882,Product600882,5,43,50
600883,Product600883,16,148,182
600884,Product600884,26,403,101
600885,Product600885,3,85,133
600886,Product600886,12,318,171
600887,Product600887,9,328,197
600888,Product600888,21,227,130
600889,Product600889,1,135,20
600890,Product600890,20,309,15
600891,Product600891,8,104,7
600892,Product600892,3,61,57
600893,Product600893,9,422,50
600894,Product600894,23,9,18
600895,Product600895,1,380,46
600896,Product600896,12,77,108
600897,Product600897,27,27,119
600898,Product600898,29,401,191
600899,Product600899,26,340,103
600900,Product600900,1,152,7
600901,Product600901,22,39,74
600902,Product600902,4,395,70
600903,Product600903,19,3,196
600904,Product600904,2,305,188
600905,Product600905,11,418,189
600906,Product600906,17,232,115
600907,Product600907,28,458,97
600908,Product600908,4,398,18
600909,Product600909,29,6,163
600910,Product600910,4,353,28
600911,Product600911,20,385,57
600912,Product600912,13,327,104
600913,Product600913,5,417,165
600914,Product600914,3,372,100
600915,Product600915,6,412,64
600916,Product600916,19,235,149
600917,Product600917,20,318,111
600918,Product600918,27,98,112
600919,Product600919,12,128,9
600920,Product600920,20,395,82
600921,Product600921,8,174,86
600922,Product600922,23,170,197
600923,Product600923,27,497,64
600924,Product600924,24,263,34
600925,Product600925,14,430,86
600926,Product600926,11,333,135
600927,Product600927,26,49,96
600928,Product600928,7,376,85
600929,Product600929,9,101,36
600930,Product600930,15,136,132
600931,Product600931,4,390,138
600932,Product600932,14,294,66
600933,Product600933,27,173,189
600934,Product600934,22,216,84
600935,Product600935,14,459,147
600936,Product600936,3,418,75
600937,Product600937,15,197,45
600938,Product600938,14,142,92
600939,Product600939,2,57,52
600940,Product600940,7,89,36
600941,Product600941,2,297,14
600942,Product600942,20,436,112
600943,Product600943,22,422,5
600944,Product600944,16,96,123
600945,Product600945,1,104,166
600946,Product600946,3,283,124
600947,Product600947,4,207,129
600948,Product600948,20,411,138
600949,Product600949,8,79,89
600950,Product600950,5,435,166
600951,Product600951,4,100,127
600952,Product600952,13,367,97
600953,Product600953,9,430,48
600954,Product600954,7,15,74
600955,Product600955,5,1,98
600956,Product600956,13,111,40
600957,Product600957,4,499,173
600958,Product600958,2,88,117
600959,Product600959,1,422,131
600960,Product600960,10,5,56
600961,Product600961,19,437,2
600962,Product600962,23,106,75
600963,Product600963,20,445,119
600964,Product600964,17,267,171
600965,Product600965,24,416,46
600966,Product600966,18,306,184
600967,Product600967,28,186,29
600968,Product600968,27,364,144
600969,Product600969,1,34,8
600970,Product600970,19,136,108
600971,Product600971,16,28,78
600972,Product600972,7,162,142
600973,Product600973,6,444,87
600974,Product600974,25,68,44
600975,Product600975,14,22,126
600976,Product600976,26,81,12
600977,Product600977,1,334,189
600978,Product600978,14,434,11
600979,Product600979,21,76,90
600980,Product600980,22,72,17
600981,Product600981,26,388,78
600982,Product600982,4,208,4
600983,Product600983,17,92,199
600984,Product600984,9,443,149
600985,Product600985,18,256,187
600986,Product600986,28,168,150
600987,Product600987,3,24,25
600988,Product600988,14,255,186
600989,Product600989,19,61,60
600990,Product600990,18,246,177
600991,Product600991,6,500,78
600992,Product600992,26,237,96
600993,Product600993,9,496,75
600994,Product600994,5,274,21
600995,Product600995,18,395,135
